,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,level
226,226,10607,2022-A7TDF9,{น้ำท่วม},"เขตบางกะปิ,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1. น้ำท่วมขัง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7a164019a8df262f6ed7d1de639b65908633cc00.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ba621bac05cff3760d24dd0669faac9f0fbac371.jpg,"100.64539,13.77241",199 ถนน สุขาภิบาล 1 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,2022-06-06 13:44:07.900841+00,เสร็จสิ้น,4.0,0,2022-06-19 02:49:28.167179+00,2.0
227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
232,232,10728,2022-FR6N6Q,{น้ำท่วม},"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วม ฝนตกนิดนึงก็ท่วม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/dae4439f075f3b664c156ed6423b6396993e7a40.jpg,,"100.45532,13.61392",871/3 ซ. อนามัยงามเจริญ แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2022-06-06 14:27:23.136901+00,เสร็จสิ้น,,0,2022-06-28 01:18:19.680887+00,1.0
234,234,10805,2022-LWGUXH,"{น้ำท่วม,ถนน}","เขตธนบุรี,สำนักการโยธา กทม.,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",บริเวณปากซอยรัชดาภิเษก17มีน้ำท่วมขังเป็นบริเวณค่อนข้างกว้าง คนเดินลำบากรถก็ลำบาก เพราะบริเวณนั้นถนนแคบเนื่องจากมีการทำอุโมงค์ใต้ดิน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/614148904c4fe77cac8efca8aef9225f7caa16c0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/444de1d183fd26c60bb6ed4859ad25c8cdad02e5.jpg,"100.47785,13.71655",37/ ถนน รัชดาภิเษก - ซอย รัชดาภิเษก 14 แขวง ตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,2022-06-06 15:10:56.558002+00,เสร็จสิ้น,5.0,0,2022-07-06 09:00:57.850642+00,2.0
235,235,10816,2022-A4YE6B,{น้ำท่วม},"เขตบางรัก,ฝ่ายโยธา เขตบางรัก,ผอ.เขตบางรัก (ผอ.ธราพร ),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",แจ้งน้ำขังเวลาฝนตกหนัก  ทำให้การเดินทางเข้าซอยต้องลุยน้ำทุกครั้งมาเป็นเวลาหลายปีมากค่ะ (สีลมซอย6),https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/de4eb662e4d43e38d961d1c70045ed2ed93f4b20.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/08b69bb2594f72ce8f1e74c300eff2eb1018b8e6.jpg,"100.53054,13.72809",19 สีลม 6 แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,สุริยวงศ์,บางรัก,กรุงเทพมหานคร,2022-06-06 15:20:10.587407+00,เสร็จสิ้น,3.0,0,2023-02-07 03:00:29.286331+00,1.0
236,236,10828,2022-BMAFWU,"{น้ำท่วม,คลอง,ถนน}","เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",เมื่อฝนตกหนักทุกครั้ง น้ำท่วมขังทั้งซอยท่าข้าม12 เป็นเวลานานหลายปี โดยเฉพาะบริเวณหน้าบ้านเลขที่ 9 บริษัทไท้เส็งบ็อบบิ้น เยื้องบริษัทเพอร์เฟ็ค ซึ่งถนนซอยท่าข้าม12 ต่ำกว่าถนนท่าข้ามมาก และไม่มีการขุดลอกคูคลองมาหลายปี,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/56bf598a4e66fe82e4eecc60a13f3a6f63a112b7.jpg,,"100.44010,13.65017",56/8 ซอย ท่าข้าม 12 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-06 15:24:28.911722+00,เสร็จสิ้น,4.0,0,2022-06-28 01:18:00.430599+00,1.0
238,238,10909,2022-BK7CBP,"{คลอง,น้ำท่วม}","เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",คลองตาสาด เป็นคลองระบายน้ำ สกปรก และมีผักตบชวาขึ้นเต็มพื้นที่ที่ประตูระบายน้ำคลองตาสาดด้วยค่ะ ฝนตก น้ำจะระบายไม่ได้ เสี่ยงต่อน้ำท่วมค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/abd9d07e1c6fbf65b2f48dbf47b3a04f4b8c59ec.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c1bbd40fa9c9a510e0603c341860448b425c4645.jpg,"100.64426,13.70160",61 มิตรภาพแยก 2 แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,หนองบอน,ประเวศ,กรุงเทพมหานคร,2022-06-06 15:59:07.406997+00,เสร็จสิ้น,,0,2022-06-23 14:09:04.558777+00,2.0
239,239,10915,2022-F6GTVH,"{น้ำท่วม,ถนน}","เขตบางแค,ฝ่ายโยธา เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ฝนตกแล้วน้ำท่วมขังค่ะ ถนนป้ายรถเมล์ฝั่งตรงข้ามเดอะมอลล์บางแค,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a96d1c4d0fd29d5a845852f0c258cdba178fb559.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6f46640ffc59b5fd24c1ff81228f60a5ff920282.jpg,"100.40971,13.71070",Opposite The Mall Bangkae แขวง บางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,2022-06-06 16:08:47.477437+00,เสร็จสิ้น,3.0,0,2022-06-21 04:28:19.959023+00,2.0
245,245,11098,2022-P8CQA7,"{น้ำท่วม,ถนน}","เขตจตุจักร,ฝ่ายโยธา เขตจตุจักร,การรถไฟแห่งประเทศไทย",ปากซอยของซอยโรงปูนทีพีไอเก่า มักมีปัญหาน้ำท่วมเสมอเวลาฝนตกหนัก ทำให้คนงานที่ทำงานแถวนั้นหรือครอบครัวผู้อยู่อาศัยเดินทางลำบากมาก ถึงแม้จะมีการทำถนนใหม่ แต่ก็ยังมีน้ำท่วมขังเสมอ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/154480e93dab15fe5081da2db80648052f245b22.jpg,,"100.54811,13.80160",10 ถนน กำแพงเพชร 2 แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,จตุจักร,กรุงเทพมหานคร,2022-06-06 23:33:06.528717+00,กำลังดำเนินการ,,0,2023-06-20 08:17:32.250345+00,1.0
247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1.0
249,249,11206,2022-GBQMLW,"{คลอง,ถนน,น้ำท่วม}","เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง,ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",แจ้งปัญหาบริเวณซอยพึ่งมี 22 ถนนสุขุมวิท 93 เขตพระโขนง มีน้ำท่วมขังบนพื้นถนนมาเป็นเวลานาน เนื่องจากมีการสร้างตลาดแล้วไม่ได้มีการวางท่อหรือจัดการการระบายน้ำ ทำให้เมื่อฝนตก จะมีน้ำท่วมขังเป็นจำนวนมาก ประชาชนภายในซอยเดินสัญจรได้ลำบาก บางครั้งเมื่อมีน้ำขังเป็นเวลานานทำให้น้ำเน่าส่งกลิ่นเหม็น,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fb2900d81d2a57f8a2161f6bec56bc33214c1d76.jpg,,"100.61445,13.70060",4(2/1 2 44 ซอย พึ่งมี 22 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,บางจาก,พระโขนง,กรุงเทพมหานคร,2022-06-07 00:43:12.252341+00,เสร็จสิ้น,3.0,0,2022-06-22 03:35:27.452139+00,1.0
